TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2009,9,18,17,0,49XX ANGUS DR,Shaughnessy,489404.1272,5454341.2277
Theft from Vehicle,2018,4,27,18,0,49XX ANGUS DR,Shaughnessy,489404.15,5454338.6325
Theft from Vehicle,2018,7,11,22,0,49XX ANGUS DR,Shaughnessy,489404.5511,5454292.8885
Theft from Vehicle,2011,6,27,2,0,49XX ANGUS DR,Shaughnessy,489404.5661,5454291.1735
Theft from Vehicle,2014,11,15,3,0,49XX ANGUS DR,Shaughnessy,489404.5661,5454291.1735
Theft from Vehicle,2005,8,5,4,58,49XX ANGUS DR,Shaughnessy,489404.6575,5454280.7456
Theft from Vehicle,2019,1,15,19,0,49XX ANGUS DR,Shaughnessy,489413.1027,5454360.4955
Theft from Vehicle,2003,12,27,12,0,49XX ANGUS DR,Shaughnessy,489413.1428,5454355.907
Theft from Vehicle,2004,5,28,22,30,49XX ANGUS DR,Shaughnessy,489413.1428,5454355.907
Theft from Vehicle,2004,10,8,15,0,49XX ANGUS DR,Shaughnessy,489413.1428,5454355.907
Theft from Vehicle,2005,3,14,18,30,49XX ANGUS DR,Shaughnessy,489413.1428,5454355.907
Theft from Vehicle,2013,1,4,14,0,49XX ANGUS DR,Shaughnessy,489413.1428,5454355.907
Theft from Vehicle,2016,2,29,20,30,49XX ANGUS DR,Shaughnessy,489413.1428,5454355.907
Theft from Vehicle,2010,2,7,7,56,49XX ANGUS DR,Shaughnessy,489413.7829,5454282.9114
Theft from Vehicle,2011,4,4,21,0,49XX ANGUS DR,Shaughnessy,489413.7829,5454282.9114
Theft from Vehicle,2011,6,11,19,0,49XX ANGUS DR,Shaughnessy,489413.7829,5454282.9114
Theft from Vehicle,2012,8,21,21,0,49XX ANGUS DR,Shaughnessy,489413.7829,5454282.9114
Theft from Vehicle,2009,10,28,20,15,49XX ANGUS DR,Shaughnessy,489413.9475,5454264.141
Theft from Vehicle,2007,11,8,14,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2009,11,2,19,30,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2011,9,21,13,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2012,11,23,17,30,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2015,11,14,0,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2015,11,17,14,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2015,11,17,21,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2018,9,24,22,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Theft from Vehicle,2006,6,22,11,50,49XX CONNAUGHT DR,Shaughnessy,489630.9284,5454310.3078
Theft from Vehicle,2014,9,14,8,0,49XX CONNAUGHT DR,Shaughnessy,489630.9284,5454310.3078
Theft from Vehicle,2016,1,8,23,59,49XX CONNAUGHT DR,Shaughnessy,489642.4558,5454352.9591
Theft from Vehicle,2022,10,25,7,30,49XX GRANVILLE ST,Shaughnessy,489863.0113,5454256.6982
Theft from Vehicle,2004,5,8,20,0,49XX GRANVILLE ST,Shaughnessy,489863.0563,5454260.0776
Theft from Vehicle,2007,12,10,13,0,49XX GRANVILLE ST,Shaughnessy,489863.4074,5454286.5102
Theft from Vehicle,2014,1,26,6,30,49XX GRANVILLE ST,Shaughnessy,489863.4074,5454286.5102
Theft from Vehicle,2003,12,12,15,0,49XX GRANVILLE ST,Shaughnessy,489864.2446,5454349.5418
Theft from Vehicle,2005,4,22,9,30,49XX GRANVILLE ST,Shaughnessy,489864.2446,5454349.5418
Theft from Vehicle,2005,5,27,22,0,49XX MARGUERITE ST,Shaughnessy,489502.3137,5454263.3309
Theft from Vehicle,2012,4,26,22,0,49XX MARGUERITE ST,Shaughnessy,489502.3137,5454263.3309
Theft from Vehicle,2020,9,9,12,22,49XX MARGUERITE ST,Shaughnessy,489503.9102,5454320.6815
Theft from Vehicle,2009,8,8,18,0,49XX MARGUERITE ST,Shaughnessy,489504.2336,5454332.2906
Theft from Vehicle,2018,10,9,22,0,49XX MARGUERITE ST,Shaughnessy,489504.3356,5454335.9594
Theft from Vehicle,2020,9,30,5,20,49XX MARGUERITE ST,Shaughnessy,489504.3356,5454335.9594
Theft from Vehicle,2011,10,1,8,0,49XX MARGUERITE ST,Shaughnessy,489511.9196,5454279.7939
Theft from Vehicle,2019,12,4,5,0,49XX MARGUERITE ST,Shaughnessy,489511.9569,5454281.1408
Theft from Vehicle,2009,2,9,22,0,49XX MARGUERITE ST,Shaughnessy,489512.5014,5454300.6908
Theft from Vehicle,2009,8,7,21,0,49XX MARGUERITE ST,Shaughnessy,489512.5014,5454300.6908
Theft from Vehicle,2005,4,13,18,0,49XX MARGUERITE ST,Shaughnessy,489513.9559,5454352.933
Theft from Vehicle,2005,4,13,20,0,49XX MARGUERITE ST,Shaughnessy,489513.9559,5454352.933
Theft from Vehicle,2005,5,27,21,0,49XX MARGUERITE ST,Shaughnessy,489513.9559,5454352.933
Theft from Vehicle,2005,9,17,21,0,49XX MARGUERITE ST,Shaughnessy,489513.9559,5454352.933
Theft from Vehicle,2014,10,25,23,40,49XX MARGUERITE ST,Shaughnessy,489513.9559,5454352.933
Theft from Vehicle,2016,3,18,0,0,49XX MARGUERITE ST,Shaughnessy,489513.9559,5454352.933
Theft from Vehicle,2018,4,9,13,30,49XX MARGUERITE ST,Shaughnessy,489514.0837,5454357.5306
Theft from Vehicle,2019,3,12,5,0,49XX MARGUERITE ST,Shaughnessy,489514.0837,5454357.5306
Theft from Vehicle,2016,4,28,3,0,49XX PINE CRES,Shaughnessy,489313.5352,5454302.5769
Theft from Vehicle,2015,2,26,12,0,49XX PINE CRES,Shaughnessy,489315.1061,5454319.1773
Theft from Vehicle,2020,11,27,3,40,49XX PINE CRES,Shaughnessy,489315.1805,5454319.9611
Theft from Vehicle,2003,9,23,21,45,49XX PINE CRES,Shaughnessy,489319.2298,5454362.7533
Theft from Vehicle,2004,9,1,21,0,49XX PINE CRES,Shaughnessy,489319.2298,5454362.7533
Theft from Vehicle,2008,3,27,20,0,49XX PINE CRES,Shaughnessy,489319.2298,5454362.7533
Theft from Vehicle,2017,7,13,21,0,49XX PINE CRES,Shaughnessy,489319.4876,5454365.4739
Theft from Vehicle,2014,7,3,21,0,50XX ANGUS DR,Shaughnessy,489404.9684,5454245.2906
Theft from Vehicle,2018,4,9,19,0,50XX ANGUS DR,Shaughnessy,489405.1433,5454225.3616
Theft from Vehicle,2004,10,18,10,30,50XX ANGUS DR,Shaughnessy,489405.2794,5454209.8355
Theft from Vehicle,2012,6,16,0,0,50XX ANGUS DR,Shaughnessy,489405.5903,5454174.3805
Theft from Vehicle,2020,7,11,22,0,50XX ANGUS DR,Shaughnessy,489405.6208,5454170.9044
Theft from Vehicle,2005,11,2,12,0,50XX ANGUS DR,Shaughnessy,489405.7366,5454157.6958
Theft from Vehicle,2005,5,12,3,30,50XX ANGUS DR,Shaughnessy,489414.0573,5454251.6275
Theft from Vehicle,2011,12,17,0,0,50XX ANGUS DR,Shaughnessy,489414.0573,5454251.6275
Theft from Vehicle,2018,10,14,19,0,50XX ANGUS DR,Shaughnessy,489414.0577,5454251.5812
Theft from Vehicle,2011,5,8,15,0,50XX ANGUS DR,Shaughnessy,489414.295,5454224.5148
Theft from Vehicle,2012,6,16,2,0,50XX ANGUS DR,Shaughnessy,489414.5876,5454191.1454
Theft from Vehicle,2004,8,24,4,0,50XX ANGUS DR,Shaughnessy,489414.7522,5454172.3751
Theft from Vehicle,2022,2,6,6,20,50XX ANGUS DR,Shaughnessy,489414.7835,5454168.8063
Theft from Vehicle,2022,6,12,6,0,50XX ANGUS DR,Shaughnessy,489414.7835,5454168.8063
Theft from Vehicle,2007,6,13,22,0,50XX ANGUS DR,Shaughnessy,489414.8985,5454155.6904
Theft from Vehicle,2005,3,22,17,30,50XX CONNAUGHT DR,Shaughnessy,489624.9547,5454174.9861
Theft from Vehicle,2012,7,23,21,0,50XX CONNAUGHT DR,Shaughnessy,489624.9547,5454174.9861
Theft from Vehicle,2018,5,30,21,0,50XX CONNAUGHT DR,Shaughnessy,489625.0618,5454192.039
Theft from Vehicle,2019,9,27,3,0,50XX CONNAUGHT DR,Shaughnessy,489625.0618,5454192.039
Theft from Vehicle,2004,11,2,22,0,50XX CONNAUGHT DR,Shaughnessy,489625.5745,5454193.1334
Theft from Vehicle,2014,3,15,0,0,50XX CONNAUGHT DR,Shaughnessy,489626.5041,5454220.3542
Theft from Vehicle,2007,2,13,21,45,50XX CONNAUGHT DR,Shaughnessy,489636.3866,5454241.8189
Theft from Vehicle,2010,3,8,20,30,50XX CONNAUGHT DR,Shaughnessy,489636.3866,5454241.8189
Theft from Vehicle,2022,7,12,23,30,50XX CONNAUGHT DR,Shaughnessy,489636.4966,5454245.2394
Theft from Vehicle,2004,1,27,8,30,50XX GRANVILLE ST,Shaughnessy,489860.6601,5454155.9853
Theft from Vehicle,2005,5,9,0,0,50XX GRANVILLE ST,Shaughnessy,489860.6601,5454155.9853
Theft from Vehicle,2004,5,8,21,0,50XX GRANVILLE ST,Shaughnessy,489861.2685,5454180.5646
Theft from Vehicle,2007,6,27,1,51,50XX GRANVILLE ST,Shaughnessy,489861.5493,5454191.9089
Theft from Vehicle,2008,7,29,22,15,50XX GRANVILLE ST,Shaughnessy,489861.5493,5454191.9089
Theft from Vehicle,2003,2,22,2,0,50XX GRANVILLE ST,Shaughnessy,489861.8301,5454203.2532
Theft from Vehicle,2004,5,8,20,0,50XX GRANVILLE ST,Shaughnessy,489862.7193,5454239.1768
Theft from Vehicle,2008,9,25,17,0,50XX GRANVILLE ST,Shaughnessy,489862.7193,5454239.1768
Theft from Vehicle,2012,6,29,15,0,50XX MAPLE ST,Shaughnessy,488952.531,5454185.4476
Theft from Vehicle,2005,6,19,0,0,50XX MARGUERITE ST,Shaughnessy,489499.2885,5454154.6671
Theft from Vehicle,2012,4,26,18,0,50XX MARGUERITE ST,Shaughnessy,489499.2885,5454154.6671
Theft from Vehicle,2020,11,21,16,0,50XX MARGUERITE ST,Shaughnessy,489500.2035,5454187.5448
Theft from Vehicle,2009,3,29,19,0,50XX MARGUERITE ST,Shaughnessy,489500.743,5454206.9093
Theft from Vehicle,2004,9,6,15,30,50XX MARGUERITE ST,Shaughnessy,489501.732,5454242.434
Theft from Vehicle,2023,2,8,11,30,50XX MARGUERITE ST,Shaughnessy,489509.1617,5454180.7426
Theft from Vehicle,2009,2,8,15,30,50XX MARGUERITE ST,Shaughnessy,489509.9416,5454208.7446
Theft from Vehicle,2019,2,25,15,0,50XX MARGUERITE ST,Shaughnessy,489510.6808,5454235.3068
Theft from Vehicle,2021,5,21,15,19,50XX MARGUERITE ST,Shaughnessy,489511.0454,5454248.4022
Theft from Vehicle,2004,11,9,20,30,50XX MARGUERITE ST,Shaughnessy,489511.047,5454248.4486
Theft from Vehicle,2009,11,1,22,30,50XX MARGUERITE ST,Shaughnessy,489511.047,5454248.4486
Theft from Vehicle,2003,4,17,18,0,50XX PINE CRES,Shaughnessy,489309.7164,5454259.645
Theft from Vehicle,2012,9,19,23,30,50XX PINE CRES,Shaughnessy,489309.7164,5454259.645
Theft from Vehicle,2021,5,13,2,52,51XX CONNAUGHT DR,Shaughnessy,489622.9429,5454136.5209
Theft from Vehicle,2010,6,13,10,0,51XX CONNAUGHT DR,Shaughnessy,489623.3729,5454133.4035
Theft from Vehicle,2010,6,14,2,0,51XX CONNAUGHT DR,Shaughnessy,489623.3729,5454133.4035
Theft from Vehicle,2011,7,17,20,0,51XX CONNAUGHT DR,Shaughnessy,489623.3729,5454133.4035
Theft from Vehicle,2015,11,4,17,30,51XX CONNAUGHT DR,Shaughnessy,489623.3729,5454133.4035
Theft from Vehicle,2014,3,3,12,0,51XX CONNAUGHT DR,Shaughnessy,489629.6389,5454069.2537
Theft from Vehicle,2011,3,30,6,0,51XX CONNAUGHT DR,Shaughnessy,489632.9424,5454142.6498
Theft from Vehicle,2017,6,20,20,0,51XX CONNAUGHT DR,Shaughnessy,489633.005,5454145.98
Theft from Vehicle,2005,3,23,7,30,51XX CYPRESS ST,Shaughnessy,489167.3215,5454094.885
Theft from Vehicle,2017,9,2,0,0,51XX CYPRESS ST,Shaughnessy,489176.7478,5454106.4006
Theft from Vehicle,2004,6,27,19,0,51XX CYPRESS ST,Shaughnessy,489177.5831,5454140.8284
Theft from Vehicle,2003,12,11,21,0,51XX EAST BLVD,Shaughnessy,488729.3374,5454064.6814
Theft from Vehicle,2009,4,3,5,0,51XX EAST BLVD,Shaughnessy,488729.3374,5454064.6814
Theft from Vehicle,2015,4,28,13,0,51XX EAST BLVD,Shaughnessy,488729.3374,5454064.6814
Theft from Vehicle,2011,4,7,20,0,51XX EAST BLVD,Shaughnessy,488730.4927,5454088.7171
Theft from Vehicle,2016,8,11,9,30,51XX EAST BLVD,Shaughnessy,488731.3369,5454106.2817
Theft from Vehicle,2004,12,17,0,0,51XX EAST BOULEVARD,Shaughnessy,488729.3374,5454064.6814
Theft from Vehicle,2004,9,19,0,30,51XX EAST BOULEVARD,Shaughnessy,488731.3369,5454106.2817
Theft from Vehicle,2017,9,13,10,0,51XX GRANVILLE ST,Shaughnessy,489858.1711,5454044.7438
Theft from Vehicle,2004,12,1,14,0,51XX GRANVILLE ST,Shaughnessy,489858.2402,5454047.8974
Theft from Vehicle,2004,5,8,20,30,51XX GRANVILLE ST,Shaughnessy,489859.9146,5454123.9425
Theft from Vehicle,2013,10,29,12,0,51XX GRANVILLE ST,Shaughnessy,489859.9146,5454123.9425
Theft from Vehicle,2020,9,24,17,0,51XX MAPLE ST,Shaughnessy,488947.7205,5454060.1704
Theft from Vehicle,2012,9,13,18,30,51XX MAPLE ST,Shaughnessy,488947.8284,5454063.3228
Theft from Vehicle,2011,9,15,4,0,51XX MAPLE ST,Shaughnessy,488949.4863,5454111.6946
Theft from Vehicle,2018,3,7,20,0,51XX MAPLE ST,Shaughnessy,488949.5134,5454112.4863
Theft from Vehicle,2015,7,26,0,0,51XX MAPLE ST,Shaughnessy,488950.3152,5454135.8805
Theft from Vehicle,2005,1,11,17,0,51XX MAPLE ST,Shaughnessy,488950.6978,5454147.0433
Theft from Vehicle,2013,6,20,5,13,51XX MAPLE ST,Shaughnessy,488950.6978,5454147.0433
Theft from Vehicle,2008,11,22,0,0,51XX PINE CRES,Shaughnessy,489296.2968,5454125.0922
Theft from Vehicle,2004,12,28,12,0,52XX ANGUS DR,Shaughnessy,489405.5176,5454032.8046
Theft from Vehicle,2005,6,1,22,30,52XX ANGUS DR,Shaughnessy,489405.5176,5454032.8046
Theft from Vehicle,2005,6,2,11,36,52XX ANGUS DR,Shaughnessy,489405.5176,5454032.8046
Theft from Vehicle,2018,3,8,8,0,52XX ANGUS DR,Shaughnessy,489407.5289,5454037.5246
Theft from Vehicle,2018,1,1,7,0,52XX CONNAUGHT DR,Shaughnessy,489621.7833,5453997.8036
Theft from Vehicle,2019,12,27,18,0,52XX CONNAUGHT DR,Shaughnessy,489621.7833,5453997.8036
Theft from Vehicle,2003,9,5,18,0,52XX CONNAUGHT DR,Shaughnessy,489622.4541,5453995.8167
Theft from Vehicle,2012,12,24,12,0,52XX CONNAUGHT DR,Shaughnessy,489622.4541,5453995.8167
Theft from Vehicle,2015,4,13,21,0,52XX CONNAUGHT DR,Shaughnessy,489622.4541,5453995.8167
Theft from Vehicle,2019,8,2,0,0,52XX CONNAUGHT DR,Shaughnessy,489632.2072,5453971.1486
Theft from Vehicle,2012,7,9,20,30,52XX CYPRESS ST,Shaughnessy,489175.1132,5454040.2847
Theft from Vehicle,2018,9,21,20,0,52XX EAST BLVD,Shaughnessy,488728.9274,5454054.6789
Theft from Vehicle,2015,3,20,17,30,52XX EAST BLVD,Shaughnessy,488728.9456,5454051.1685
Theft from Vehicle,2012,6,20,19,0,52XX GRANVILLE ST,Shaughnessy,489845.6572,5453953.9409
Theft from Vehicle,2014,1,6,19,0,52XX GRANVILLE ST,Shaughnessy,489856.2004,5453989.2815
Theft from Vehicle,2019,1,1,2,0,52XX GRANVILLE ST,Shaughnessy,489856.2844,5453991.4184
Theft from Vehicle,2006,3,10,17,0,52XX MAPLE ST,Shaughnessy,488938.0856,5454046.1386
Theft from Vehicle,2016,6,1,12,0,52XX MAPLE ST,Shaughnessy,488944.2701,5453961.8098
Theft from Vehicle,2016,7,25,8,20,52XX MAPLE ST,Shaughnessy,488944.2701,5453961.8098
Theft from Vehicle,2016,7,22,19,30,52XX MAPLE ST,Shaughnessy,488944.3786,5453964.897
Theft from Vehicle,2007,1,8,23,0,52XX MAPLE ST,Shaughnessy,488946.8446,5454035.0279
Theft from Vehicle,2012,12,6,0,0,52XX MAPLE ST,Shaughnessy,488946.8446,5454035.0279
Theft from Vehicle,2012,12,6,20,0,52XX MAPLE ST,Shaughnessy,488946.8446,5454035.0279
Theft from Vehicle,2005,6,28,17,0,52XX MAPLE ST,Shaughnessy,488947.2239,5454045.8173
Theft from Vehicle,2018,11,11,5,45,52XX MAPLE ST,Shaughnessy,488947.3471,5454049.315
Theft from Vehicle,2018,11,20,19,0,52XX MAPLE ST,Shaughnessy,488947.3471,5454049.315
Theft from Vehicle,2019,9,4,1,0,52XX MAPLE ST,Shaughnessy,488947.3471,5454049.315
Theft from Vehicle,2021,4,22,22,0,52XX MARGUERITE ST,Shaughnessy,489495.4472,5454001.2176
Theft from Vehicle,2013,8,26,20,45,52XX MARGUERITE ST,Shaughnessy,489504.2283,5453986.1487
Theft from Vehicle,2015,10,26,20,0,52XX MARGUERITE ST,Shaughnessy,489504.6766,5454004.6148
Theft from Vehicle,2021,5,24,21,0,52XX MARGUERITE ST,Shaughnessy,489505.2013,5454026.216
Theft from Vehicle,2007,12,25,4,30,52XX MARGUERITE ST,Shaughnessy,489505.3491,5454032.314
Theft from Vehicle,2011,12,13,20,30,52XX MARGUERITE ST,Shaughnessy,489505.3491,5454032.314
Theft from Vehicle,2015,8,3,15,0,52XX MARGUERITE ST,Shaughnessy,489505.3491,5454032.314
Theft from Vehicle,2003,5,1,13,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2003,6,14,9,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2003,8,11,13,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2003,12,12,12,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2003,12,20,20,15,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2004,5,18,13,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2004,5,28,11,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2004,12,16,13,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2005,4,4,12,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2005,5,3,15,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2005,8,2,11,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2005,9,13,14,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2006,3,4,9,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2010,11,3,15,55,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2012,4,13,12,45,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2013,6,14,12,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2013,8,23,18,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2013,8,31,15,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2013,12,31,10,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2016,3,21,19,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2016,3,24,19,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2016,7,4,18,49,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2016,8,15,19,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,2,7,18,40,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,3,6,17,45,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,3,19,13,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,3,26,19,45,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,5,2,19,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,6,30,15,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,9,13,14,30,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2019,11,13,23,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2020,2,11,20,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2020,9,24,16,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2021,11,4,19,0,52XX OAK ST,Shaughnessy,490680.7249,5453854.8937
Theft from Vehicle,2018,9,20,10,30,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2018,10,10,12,0,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2018,12,28,17,25,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2022,9,27,20,33,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2005,8,28,6,40,52XX PINE CRES,Shaughnessy,489305.04,5454037.1904
Theft from Vehicle,2019,10,5,0,0,53XX ANGUS DR,Shaughnessy,489254.6283,5453835.2251
Theft from Vehicle,2015,4,20,3,0,53XX ANGUS DR,Shaughnessy,489256.7709,5453856.4149
Theft from Vehicle,2007,7,12,23,0,53XX ANGUS DR,Shaughnessy,489262.2793,5453872.3616
Theft from Vehicle,2017,12,13,4,0,53XX ANGUS DR,Shaughnessy,489263.6151,5453832.4501
Theft from Vehicle,2012,6,18,1,0,53XX ANGUS DR,Shaughnessy,489263.6952,5453833.713
Theft from Vehicle,2017,12,31,12,0,53XX ANGUS DR,Shaughnessy,489278.5634,5453881.8963
Theft from Vehicle,2005,2,13,16,30,53XX ANGUS DR,Shaughnessy,489295.745,5453900.4114
Theft from Vehicle,2013,8,17,0,0,53XX CARTIER ST,Shaughnessy,490025.2817,5453915.3473
Theft from Vehicle,2015,11,21,14,0,53XX CARTIER ST,Shaughnessy,490025.2817,5453915.3473
Theft from Vehicle,2003,10,9,18,0,53XX CONNAUGHT DR,Shaughnessy,489667.0217,5453930.178
Theft from Vehicle,2012,3,24,12,0,53XX CONNAUGHT DR,Shaughnessy,489667.0217,5453930.178
Theft from Vehicle,2013,10,30,20,35,53XX CONNAUGHT DR,Shaughnessy,489667.0217,5453930.178
Theft from Vehicle,2017,12,13,3,30,53XX CONNAUGHT DR,Shaughnessy,489672.0921,5453906.413
Theft from Vehicle,2007,4,26,2,50,53XX CONNAUGHT DR,Shaughnessy,489672.5527,5453905.9365
Theft from Vehicle,2020,5,16,2,18,53XX CONNAUGHT DR,Shaughnessy,489672.5527,5453905.9365
Theft from Vehicle,2017,8,14,15,0,53XX CONNAUGHT DR,Shaughnessy,489682.8697,5453908.4155
Theft from Vehicle,2012,6,8,17,30,53XX CONNAUGHT DR,Shaughnessy,489683.1516,5453908.124
Theft from Vehicle,2014,9,14,19,30,53XX CONNAUGHT DR,Shaughnessy,489683.1516,5453908.124
Theft from Vehicle,2005,2,4,22,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2005,5,14,22,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2009,5,20,21,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2009,8,8,23,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2010,6,12,21,30,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2010,7,13,20,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2011,5,8,21,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2011,12,19,22,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2014,10,23,21,0,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Theft from Vehicle,2003,1,27,21,30,53XX CYPRESS ST,Shaughnessy,489140.4132,5453854.9919
Theft from Vehicle,2013,10,8,23,0,53XX CYPRESS ST,Shaughnessy,489140.4132,5453854.9919
Theft from Vehicle,2013,10,26,23,0,53XX CYPRESS ST,Shaughnessy,489140.4132,5453854.9919
Theft from Vehicle,2012,8,1,5,23,53XX CYPRESS ST,Shaughnessy,489141.0867,5453879.3569
Theft from Vehicle,2008,2,14,13,50,53XX CYPRESS ST,Shaughnessy,489151.4705,5453924.0857
Theft from Vehicle,2012,6,15,22,0,53XX CYPRESS ST,Shaughnessy,489151.4705,5453924.0857
Theft from Vehicle,2009,7,26,4,55,53XX CYPRESS ST,Shaughnessy,489151.7814,5453935.3311
Theft from Vehicle,2007,11,30,20,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Theft from Vehicle,2009,7,31,10,15,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Theft from Vehicle,2010,1,24,13,30,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Theft from Vehicle,2018,1,26,7,45,53XX EAST BLVD,Shaughnessy,488728.2556,5453895.5874
Theft from Vehicle,2008,2,10,14,0,53XX EAST BLVD,Shaughnessy,488729.0283,5453935.9776
Theft from Vehicle,2015,3,3,17,0,53XX EAST BLVD,Shaughnessy,488729.0283,5453935.9776
Theft from Vehicle,2021,8,31,19,30,53XX EAST BLVD,Shaughnessy,488729.1857,5453944.2135
Theft from Vehicle,2004,10,27,21,0,53XX EAST BOULEVARD,Shaughnessy,488728.1379,5453889.4208
Theft from Vehicle,2022,4,10,19,0,53XX GRANVILLE ST,Shaughnessy,489840.68,5453843.7412
Theft from Vehicle,2009,8,20,21,0,53XX GRANVILLE ST,Shaughnessy,489840.743,5453845.0782
Theft from Vehicle,2011,3,10,16,10,53XX GRANVILLE ST,Shaughnessy,489840.743,5453845.0782
Theft from Vehicle,2016,1,24,0,0,53XX GRANVILLE ST,Shaughnessy,489842.2071,5453876.0667
Theft from Vehicle,2016,6,15,0,0,53XX GRANVILLE ST,Shaughnessy,489842.2071,5453876.0667
Theft from Vehicle,2019,7,25,19,0,53XX GRANVILLE ST,Shaughnessy,489842.2071,5453876.0667
Theft from Vehicle,2005,11,26,21,0,53XX GRANVILLE ST,Shaughnessy,489843.6712,5453907.0551
Theft from Vehicle,2011,3,12,0,0,53XX GRANVILLE ST,Shaughnessy,489843.7382,5453908.4725
Theft from Vehicle,2021,1,23,16,0,53XX GRANVILLE ST,Shaughnessy,489843.7382,5453908.4725
