TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,1,4,23,30,53XX GRANVILLE ST,Shaughnessy,489851.7927,5453885.1946
Theft from Vehicle,2014,5,15,17,30,53XX LABURNUM ST,Shaughnessy,489051.1089,5453855.7294
Theft from Vehicle,2018,9,14,17,0,53XX LABURNUM ST,Shaughnessy,489051.9136,5453881.3049
Theft from Vehicle,2017,2,18,5,0,53XX LABURNUM ST,Shaughnessy,489053.9722,5453946.7217
Theft from Vehicle,2018,1,5,17,59,53XX MAPLE ST,Shaughnessy,488943.9395,5453952.4105
Theft from Vehicle,2005,2,8,8,0,53XX MAPLE ST,Shaughnessy,488944.0625,5453955.9058
Theft from Vehicle,2012,4,26,18,30,53XX MARGUERITE ST,Shaughnessy,489476.1784,5453834.2076
Theft from Vehicle,2004,2,28,21,0,53XX MARGUERITE ST,Shaughnessy,489493.566,5453921.3816
Theft from Vehicle,2021,7,2,16,30,53XX OAK ST,Shaughnessy,490679.312,5453791.3504
Theft from Vehicle,2007,1,26,23,0,53XX OAK ST,Shaughnessy,490679.3513,5453793.1069
Theft from Vehicle,2013,5,16,22,0,53XX OAK ST,Shaughnessy,490679.3513,5453793.1069
Theft from Vehicle,2020,1,2,14,0,53XX OAK ST,Shaughnessy,490679.5019,5453799.8915
Theft from Vehicle,2022,2,2,18,0,53XX OAK ST,Shaughnessy,490679.7339,5453810.3306
Theft from Vehicle,2003,5,25,18,0,53XX OAK ST,Shaughnessy,490679.9371,5453819.4572
Theft from Vehicle,2020,10,3,8,0,53XX OAK ST,Shaughnessy,490679.9573,5453820.3658
Theft from Vehicle,2003,6,17,0,30,53XX OSLER ST,Shaughnessy,490511.5303,5453809.618
Theft from Vehicle,2003,6,24,5,0,53XX OSLER ST,Shaughnessy,490511.5303,5453809.618
Theft from Vehicle,2020,9,2,0,1,54XX ANGUS DR,Shaughnessy,489260.4272,5453752.6832
Theft from Vehicle,2004,2,13,6,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Theft from Vehicle,2006,6,15,16,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Theft from Vehicle,2009,11,17,9,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Theft from Vehicle,2012,3,1,7,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Theft from Vehicle,2014,9,14,16,26,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Theft from Vehicle,2018,12,11,19,0,54XX CARTIER ST,Shaughnessy,490022.9117,5453812.9253
Theft from Vehicle,2006,10,7,8,0,54XX CONNAUGHT DR,Shaughnessy,489770.4906,5453778.7922
Theft from Vehicle,2013,8,26,23,54,54XX CONNAUGHT DR,Shaughnessy,489797.8374,5453751.2845
Theft from Vehicle,2022,2,17,6,57,54XX CYPRESS ST,Shaughnessy,489137.7915,5453760.1481
Theft from Vehicle,2015,7,17,16,0,54XX CYPRESS ST,Shaughnessy,489138.4446,5453783.7713
Theft from Vehicle,2003,4,25,23,0,54XX CYPRESS ST,Shaughnessy,489149.1911,5453841.6197
Theft from Vehicle,2004,9,26,0,10,54XX CYPRESS ST,Shaughnessy,489149.1911,5453841.6197
Theft from Vehicle,2010,7,22,21,0,54XX CYPRESS ST,Shaughnessy,489149.1911,5453841.6197
Theft from Vehicle,2020,9,3,21,30,54XX GRANVILLE ST,Shaughnessy,489845.8546,5453741.334
Theft from Vehicle,2013,2,2,16,0,54XX GRANVILLE ST,Shaughnessy,489846.7582,5453765.756
Theft from Vehicle,2006,3,19,12,30,54XX GRANVILLE ST,Shaughnessy,489847.5401,5453786.8907
Theft from Vehicle,2004,11,24,14,0,54XX GRANVILLE ST,Shaughnessy,489848.778,5453820.354
Theft from Vehicle,2014,1,28,22,0,54XX HUDSON ST,Shaughnessy,490194.619,5453713.8699
Theft from Vehicle,2016,3,26,22,0,54XX LABURNUM ST,Shaughnessy,489048.1702,5453762.3523
Theft from Vehicle,2020,5,1,23,0,54XX LABURNUM ST,Shaughnessy,489048.1702,5453762.3523
Theft from Vehicle,2008,3,21,19,0,54XX LABURNUM ST,Shaughnessy,489048.2877,5453766.0873
Theft from Vehicle,2015,4,26,19,0,54XX LABURNUM ST,Shaughnessy,489048.2877,5453766.0873
Theft from Vehicle,2003,1,27,22,0,54XX LABURNUM ST,Shaughnessy,489049.2869,5453797.8356
Theft from Vehicle,2005,11,7,22,0,54XX LABURNUM ST,Shaughnessy,489049.2869,5453797.8356
Theft from Vehicle,2014,2,26,23,0,54XX LABURNUM ST,Shaughnessy,489050.286,5453829.5838
Theft from Vehicle,2016,7,25,20,0,54XX LABURNUM ST,Shaughnessy,489050.7562,5453844.5241
Theft from Vehicle,2010,3,20,15,21,54XX OAK ST,Shaughnessy,490677.1027,5453699.269
Theft from Vehicle,2020,6,26,0,0,54XX OAK ST,Shaughnessy,490677.2079,5453703.6271
Theft from Vehicle,2009,6,15,20,0,54XX OAK ST,Shaughnessy,490678.2607,5453747.1587
Theft from Vehicle,2022,2,10,16,0,54XX OAK ST,Shaughnessy,490678.3744,5453751.8721
Theft from Vehicle,2010,7,14,6,35,54XX OSLER ST,Shaughnessy,490517.9625,5453698.144
Theft from Vehicle,2012,11,20,18,0,54XX OSLER ST,Shaughnessy,490519.486,5453762.7013
Theft from Vehicle,2013,5,13,21,0,54XX OSLER ST,Shaughnessy,490519.486,5453762.7013
Theft from Vehicle,2016,3,10,20,0,54XX OSLER ST,Shaughnessy,490519.486,5453762.7013
Theft from Vehicle,2019,12,15,10,0,54XX OSLER ST,Shaughnessy,490519.486,5453762.7013
Theft from Vehicle,2012,7,22,22,0,54XX OSLER ST,Shaughnessy,490519.9715,5453783.2791
Theft from Vehicle,2019,8,6,9,0,54XX OSLER ST,Shaughnessy,490520.0576,5453786.9157
Theft from Vehicle,2019,11,30,17,30,54XX OSLER ST,Shaughnessy,490520.0576,5453786.9157
Theft from Vehicle,2005,1,3,17,0,55XX CHURCHILL ST,Shaughnessy,489757.4018,5453762.206
Theft from Vehicle,2010,12,28,11,0,55XX CHURCHILL ST,Shaughnessy,489757.4018,5453762.206
Theft from Vehicle,2020,12,2,15,0,55XX CONNAUGHT DR,Shaughnessy,489805.8569,5453745.5751
Theft from Vehicle,2016,1,10,21,0,55XX CONNAUGHT DR,Shaughnessy,489831.806,5453727.4217
Theft from Vehicle,2010,7,2,16,0,55XX CYPRESS ST,Shaughnessy,489143.9951,5453650.5391
Theft from Vehicle,2008,11,21,21,0,55XX CYPRESS ST,Shaughnessy,489146.0931,5453729.1804
Theft from Vehicle,2015,7,22,11,20,55XX CYPRESS ST,Shaughnessy,489146.0931,5453729.1804
Theft from Vehicle,2006,10,6,16,30,55XX EAST BLVD,Shaughnessy,488725.4665,5453749.7502
Theft from Vehicle,2006,4,9,17,0,55XX GRANVILLE ST,Shaughnessy,489835.9153,5453715.4536
Theft from Vehicle,2015,6,25,9,20,55XX GRANVILLE ST,Shaughnessy,489844.6904,5453700.6279
Theft from Vehicle,2016,7,12,23,0,55XX GRANVILLE ST,Shaughnessy,489844.7137,5453701.5607
Theft from Vehicle,2004,6,19,20,0,55XX HUDSON ST,Shaughnessy,490194.2264,5453697.9668
Theft from Vehicle,2018,12,24,22,0,55XX LABURNUM ST,Shaughnessy,489037.8148,5453724.6204
Theft from Vehicle,2016,3,2,18,0,55XX LABURNUM ST,Shaughnessy,489045.6909,5453685.4763
Theft from Vehicle,2005,5,17,21,0,55XX LABURNUM ST,Shaughnessy,489046.7287,5453717.3928
Theft from Vehicle,2017,9,18,21,0,55XX LABURNUM ST,Shaughnessy,489047.4017,5453738.0926
Theft from Vehicle,2018,8,4,21,30,55XX LABURNUM ST,Shaughnessy,489047.4017,5453738.0926
Theft from Vehicle,2016,11,2,0,0,55XX MAPLE ST,Shaughnessy,488938.0094,5453688.7965
Theft from Vehicle,2004,2,20,20,0,55XX MAPLE ST,Shaughnessy,488938.8658,5453720.813
Theft from Vehicle,2005,8,19,18,0,55XX OAK ST,Shaughnessy,490674.653,5453597.9641
Theft from Vehicle,2009,12,28,20,0,55XX OAK ST,Shaughnessy,490674.653,5453597.9641
Theft from Vehicle,2010,2,26,1,30,55XX OAK ST,Shaughnessy,490674.653,5453597.9641
Theft from Vehicle,2019,12,28,19,0,55XX OAK ST,Shaughnessy,490674.653,5453597.9641
Theft from Vehicle,2019,12,29,0,0,55XX OAK ST,Shaughnessy,490674.653,5453597.9641
Theft from Vehicle,2021,10,2,22,30,55XX OAK ST,Shaughnessy,490674.8749,5453607.1372
Theft from Vehicle,2019,12,28,0,0,55XX OAK ST,Shaughnessy,490674.8749,5453607.1372
Theft from Vehicle,2004,5,16,17,0,55XX OAK ST,Shaughnessy,490674.8757,5453607.1736
Theft from Vehicle,2004,5,17,16,0,55XX OAK ST,Shaughnessy,490674.8757,5453607.1736
Theft from Vehicle,2003,1,9,19,30,55XX OAK ST,Shaughnessy,490675.0984,5453616.3832
Theft from Vehicle,2007,1,31,18,0,55XX OAK ST,Shaughnessy,490675.0984,5453616.3832
Theft from Vehicle,2020,12,27,17,45,55XX OAK ST,Shaughnessy,490675.1082,5453616.7862
Theft from Vehicle,2005,8,14,19,30,55XX OAK ST,Shaughnessy,490675.3211,5453625.5927
Theft from Vehicle,2005,5,10,10,20,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Theft from Vehicle,2005,6,4,12,0,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Theft from Vehicle,2005,8,14,19,0,55XX OAK ST,Shaughnessy,490675.5438,5453634.8022
Theft from Vehicle,2016,8,15,11,36,55XX OAK ST,Shaughnessy,490675.9892,5453653.2213
Theft from Vehicle,2019,12,29,0,0,55XX OAK ST,Shaughnessy,490675.9892,5453653.2213
Theft from Vehicle,2005,6,1,0,0,55XX OAK ST,Shaughnessy,490676.2119,5453662.4309
Theft from Vehicle,2007,7,11,18,0,55XX OAK ST,Shaughnessy,490676.2119,5453662.4309
Theft from Vehicle,2012,2,16,18,0,55XX OAK ST,Shaughnessy,490676.2119,5453662.4309
Theft from Vehicle,2003,1,9,22,0,55XX OAK ST,Shaughnessy,490676.4346,5453671.6404
Theft from Vehicle,2004,5,17,20,30,55XX OAK ST,Shaughnessy,490676.4346,5453671.6404
Theft from Vehicle,2009,9,5,22,0,55XX OAK ST,Shaughnessy,490676.4346,5453671.6404
Theft from Vehicle,2022,6,20,1,30,55XX OSLER ST,Shaughnessy,490517.4825,5453677.3454
Theft from Vehicle,2005,4,17,16,0,55XX OSLER ST,Shaughnessy,490517.5752,5453681.4694
Theft from Vehicle,2008,6,17,13,56,55XX SOMERSET CRES,Shaughnessy,489641.6979,5453726.5833
Theft from Vehicle,2020,8,19,0,0,56XX ANGUS DR,Shaughnessy,489246.2507,5453576.1567
Theft from Vehicle,2003,3,27,20,0,56XX ANGUS DR,Shaughnessy,489247.3138,5453629.7895
Theft from Vehicle,2003,10,16,12,30,56XX ANGUS DR,Shaughnessy,489247.3379,5453631.0152
Theft from Vehicle,2020,8,17,4,0,56XX ANGUS DR,Shaughnessy,489247.8344,5453656.0514
Theft from Vehicle,2006,9,21,18,30,56XX ANGUS DR,Shaughnessy,489256.9246,5453653.244
Theft from Vehicle,2005,5,28,1,30,56XX ANGUS DR,Shaughnessy,489257.1849,5453666.375
Theft from Vehicle,2008,4,9,20,0,56XX ANGUS DR,Shaughnessy,489257.1849,5453666.375
Theft from Vehicle,2020,6,10,15,0,56XX ANGUS DR,Shaughnessy,489257.1849,5453666.375
Theft from Vehicle,2019,2,18,18,0,56XX CARTIER ST,Shaughnessy,490018.3715,5453618.1541
Theft from Vehicle,2019,5,18,16,0,56XX CARTIER ST,Shaughnessy,490018.3715,5453618.1541
Theft from Vehicle,2013,6,28,15,31,56XX CHURCHILL ST,Shaughnessy,489712.9586,5453633.7058
Theft from Vehicle,2021,2,16,23,30,56XX CYPRESS ST,Shaughnessy,489133.5152,5453600.5781
Theft from Vehicle,2021,3,3,21,0,56XX CYPRESS ST,Shaughnessy,489133.5152,5453600.5781
Theft from Vehicle,2007,9,5,6,19,56XX CYPRESS ST,Shaughnessy,489141.6473,5453562.5358
Theft from Vehicle,2014,9,19,15,0,56XX CYPRESS ST,Shaughnessy,489141.6473,5453562.5358
Theft from Vehicle,2017,9,19,2,0,56XX CYPRESS ST,Shaughnessy,489142.6032,5453598.3559
Theft from Vehicle,2016,1,9,14,0,56XX CYPRESS ST,Shaughnessy,489142.6464,5453599.984
Theft from Vehicle,2004,8,29,10,6,56XX CYPRESS ST,Shaughnessy,489143.2958,5453624.3254
Theft from Vehicle,2022,10,24,17,30,56XX EAST BLVD,Shaughnessy,488722.3039,5453584.3806
Theft from Vehicle,2007,12,10,17,7,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2009,6,19,13,30,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2010,1,8,19,26,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2010,1,18,20,15,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2011,1,22,20,0,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2011,11,5,18,45,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2012,1,21,18,30,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2014,4,13,18,0,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2015,2,12,19,0,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2015,3,5,20,20,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2015,10,11,13,55,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2015,11,17,11,23,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2017,1,10,11,15,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2019,9,17,15,40,56XX EAST BLVD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2020,2,4,15,4,56XX EAST BLVD,Shaughnessy,488723.6055,5453652.4571
Theft from Vehicle,2011,2,17,15,30,56XX EAST BLVD,Shaughnessy,488723.6856,5453656.6365
Theft from Vehicle,2013,5,5,10,50,56XX EAST BOULEVARD,Shaughnessy,488722.439,5453591.4569
Theft from Vehicle,2020,8,29,8,0,56XX GRANVILLE ST,Shaughnessy,489840.7445,5453541.6233
Theft from Vehicle,2008,4,1,20,15,56XX GRANVILLE ST,Shaughnessy,489841.0344,5453553.3948
Theft from Vehicle,2003,12,10,11,20,56XX GRANVILLE ST,Shaughnessy,489842.7792,5453624.3019
Theft from Vehicle,2018,6,6,18,0,56XX GRANVILLE ST,Shaughnessy,489842.8351,5453626.5729
Theft from Vehicle,2004,11,11,21,30,56XX LABURNUM ST,Shaughnessy,489032.7057,5453567.4946
Theft from Vehicle,2012,4,23,0,0,56XX LABURNUM ST,Shaughnessy,489042.2722,5453580.3395
Theft from Vehicle,2012,8,11,23,0,56XX LABURNUM ST,Shaughnessy,489044.1647,5453638.5403
Theft from Vehicle,2006,2,14,18,0,56XX MAPLE ST,Shaughnessy,488936.75,5453641.7134
Theft from Vehicle,2005,2,11,14,30,56XX MARGUERITE ST,Shaughnessy,489472.3191,5453660.7464
Theft from Vehicle,2003,6,22,22,0,56XX OSLER ST,Shaughnessy,490505.4978,5453550.8334
Theft from Vehicle,2019,12,29,16,45,56XX OSLER ST,Shaughnessy,490515.3881,5453583.9806
Theft from Vehicle,2019,1,6,18,0,56XX SELKIRK ST,Shaughnessy,490347.9513,5453567.8839
Theft from Vehicle,2006,3,5,20,30,56XX SELKIRK ST,Shaughnessy,490357.7598,5453588.0421
Theft from Vehicle,2012,9,16,13,15,ALEXANDRA ST / W KING EDWARD AVE,Shaughnessy,489702.4129,5455186.3945
Theft from Vehicle,2017,2,9,2,32,ALEXANDRA ST / W KING EDWARD AVE,Shaughnessy,489702.4129,5455186.3942
Theft from Vehicle,2013,9,9,17,0,ANGUS DR / GRANVILLE ST,Shaughnessy,489891.4599,5455757.916
Theft from Vehicle,2013,8,10,19,0,ANGUS DR / HOSMER AVE,Shaughnessy,489467.7968,5455666.6947
Theft from Vehicle,2008,8,29,10,0,ANGUS DR / PINE CRES,Shaughnessy,489296.6193,5453907.6981
Theft from Vehicle,2016,6,28,15,0,ANGUS DR / W 29TH AVE,Shaughnessy,489411.6086,5454761.4749
Theft from Vehicle,2014,12,31,18,30,ANGUS DR / W 35TH AVE,Shaughnessy,489410.4821,5454137.9228
Theft from Vehicle,2009,10,29,0,0,ANGUS DR / W 36TH AVE,Shaughnessy,489403.3567,5454039.9844
Theft from Vehicle,2020,3,5,2,0,ANGUS DR / W 37TH AVE,Shaughnessy,489343.4056,5453938.6684
Theft from Vehicle,2017,5,3,15,0,ANGUS DR / W 40TH AVE,Shaughnessy,489252.755,5453673.6151
Theft from Vehicle,2004,11,13,18,0,ANGUS DR / W KING EDWARD AVE,Shaughnessy,489366.7394,5455214.225
Theft from Vehicle,2010,2,21,22,0,ANGUS DR / W KING EDWARD AVE,Shaughnessy,489366.7394,5455214.225
Theft from Vehicle,2017,8,17,10,4,BALFOUR AVE / CARTIER ST,Shaughnessy,490050.1305,5455486.6151
Theft from Vehicle,2017,8,11,16,0,BALFOUR AVE / OAK ST,Shaughnessy,490725.148,5455446.7052
Theft from Vehicle,2021,7,18,7,35,BALFOUR AVE / OAK ST,Shaughnessy,490725.148,5455446.7052
Theft from Vehicle,2005,8,22,18,0,BALFOUR AVE / OAK ST,Shaughnessy,490725.1484,5455446.7048
Theft from Vehicle,2013,4,15,17,45,BALFOUR AVE / OAK ST,Shaughnessy,490725.1484,5455446.7048
Theft from Vehicle,2015,6,16,20,30,BALFOUR AVE / OAK ST,Shaughnessy,490725.1484,5455446.7048
Theft from Vehicle,2016,3,21,22,0,BALFOUR AVE / OAK ST,Shaughnessy,490725.1484,5455446.7048
Theft from Vehicle,2009,6,26,15,30,BALFOUR AVE / OSLER ST,Shaughnessy,490542.4192,5455474.9751
Theft from Vehicle,2021,8,6,9,0,BALFOUR AVE / SELKIRK ST,Shaughnessy,490390.1262,5455466.4013
Theft from Vehicle,2017,8,11,22,30,CARTIER ST / LAURIER AVE,Shaughnessy,490056.3367,5455344.651
Theft from Vehicle,2010,1,6,3,0,CARTIER ST / MATTHEWS AVE,Shaughnessy,490033.4368,5455647.5538
Theft from Vehicle,2019,2,3,18,0,CARTIER ST / W 26TH AVE,Shaughnessy,490047.1312,5455067.342
Theft from Vehicle,2022,4,5,4,26,CARTIER ST / W 33RD AVE,Shaughnessy,490038.1495,5454342.9722
Theft from Vehicle,2008,2,23,16,45,CARTIER ST / W 37TH AVE,Shaughnessy,490020.8321,5453920.6901
Theft from Vehicle,2020,5,7,22,0,CARTIER ST / W 38TH AVE,Shaughnessy,490018.4075,5453815.95
Theft from Vehicle,2020,5,23,18,30,CEDAR CRES / FIR ST,Shaughnessy,489717.9494,5456011.6177
Theft from Vehicle,2008,4,17,11,0,CEDAR CRES / FIR ST,Shaughnessy,489717.9497,5456011.6174
Theft from Vehicle,2014,1,20,21,30,CEDAR CRES / FIR ST,Shaughnessy,489717.9497,5456011.6174
Theft from Vehicle,2014,6,9,21,0,CEDAR CRES / PINE ST,Shaughnessy,489544.9169,5455945.141
Theft from Vehicle,2017,11,17,13,40,CHURCHILL ST / CONNAUGHT DR,Shaughnessy,489758.1253,5453794.4165
Theft from Vehicle,2022,10,27,10,30,CONNAUGHT DR / GRANVILLE ST,Shaughnessy,489840.839,5453729.4289
Theft from Vehicle,2011,5,8,18,0,CONNAUGHT DR / HUDSON ST,Shaughnessy,490147.3506,5454699.3655
Theft from Vehicle,2011,4,19,13,15,CONNAUGHT DR / OAK ST,Shaughnessy,490706.4313,5454541.5987
Theft from Vehicle,2010,6,3,22,0,CONNAUGHT DR / SELKIRK ST,Shaughnessy,490343.3822,5454614.651
Theft from Vehicle,2022,12,16,0,0,CONNAUGHT DR / W 32ND AVE,Shaughnessy,489656.1681,5454476.525
Theft from Vehicle,2009,5,11,12,0,CONNAUGHT DR / W 32ND AVE,Shaughnessy,489656.1685,5454476.5251
Theft from Vehicle,2010,2,19,16,0,CONNAUGHT DR / W 33RD AVE,Shaughnessy,489638.2016,5454358.8073
Theft from Vehicle,2015,3,6,18,40,CONNAUGHT DR / W 33RD AVE,Shaughnessy,489638.2016,5454358.8073
Theft from Vehicle,2018,4,1,6,30,CONNAUGHT DR / W 33RD AVE,Shaughnessy,489638.2018,5454358.8076
Theft from Vehicle,2018,8,5,23,0,CONNAUGHT DR / W 33RD AVE,Shaughnessy,489638.2018,5454358.8076
Theft from Vehicle,2004,1,9,23,0,CONNAUGHT DR / W 35TH AVE,Shaughnessy,489628.6116,5454148.1132
Theft from Vehicle,2004,7,27,4,0,CYPRESS ST / MATTHEWS AVE,Shaughnessy,489181.5082,5455384.3989
Theft from Vehicle,2007,3,22,8,0,CYPRESS ST / MATTHEWS AVE,Shaughnessy,489181.5082,5455384.3989
Theft from Vehicle,2012,2,2,0,0,CYPRESS ST / W 17TH AVE,Shaughnessy,489200.9891,5455955.0991
Theft from Vehicle,2013,10,15,21,0,CYPRESS ST / W 17TH AVE,Shaughnessy,489200.9891,5455955.0991
Theft from Vehicle,2020,3,2,8,15,CYPRESS ST / W 35TH AVE,Shaughnessy,489173.1344,5454145.9662
Theft from Vehicle,2012,8,22,23,0,CYPRESS ST / W 36TH AVE,Shaughnessy,489170.6947,5454045.4286
Theft from Vehicle,2009,10,20,22,0,CYPRESS ST / W 37TH AVE,Shaughnessy,489147.496,5453945.7657
Theft from Vehicle,2010,4,30,13,30,CYPRESS ST / W 37TH AVE,Shaughnessy,489147.496,5453945.7657
Theft from Vehicle,2014,9,6,18,0,CYPRESS ST / W KING EDWARD AVE,Shaughnessy,489170.1367,5455212.1293
Theft from Vehicle,2018,6,14,1,0,DEVONSHIRE CRES / GRANVILLE ST,Shaughnessy,489870.8117,5454866.0114
Theft from Vehicle,2004,8,13,18,0,DEVONSHIRE CRES / HUDSON ST,Shaughnessy,490211.9837,5454786.1631
Theft from Vehicle,2008,9,9,9,30,DEVONSHIRE CRES / HUDSON ST,Shaughnessy,490211.9837,5454786.1631
Theft from Vehicle,2014,8,29,21,0,DEVONSHIRE CRES / HUDSON ST,Shaughnessy,490211.9837,5454786.1631
Theft from Vehicle,2010,10,1,17,0,DOUGLAS CRES / OAK ST,Shaughnessy,490734.2833,5455746.0491
Theft from Vehicle,2006,10,3,8,0,EAST BLVD / W 17TH AVE,Shaughnessy,488903.2198,5455962.195
Theft from Vehicle,2016,12,20,21,0,EAST BLVD / W 19TH AVE,Shaughnessy,488898.3801,5455759.8075
Theft from Vehicle,2007,4,6,12,0,EAST BLVD / W 37TH AVE,Shaughnessy,488724.8509,5453956.6536
Theft from Vehicle,2020,8,15,23,45,EAST BLVD / W 37TH AVE,Shaughnessy,488724.8509,5453956.654
Theft from Vehicle,2005,7,10,19,30,EAST BOULEVARD / W 36TH AVE,Shaughnessy,488724.3485,5454056.1186
Theft from Vehicle,2006,7,7,17,0,FIR ST / MARPOLE AVE,Shaughnessy,489771.4331,5455910.0079
Theft from Vehicle,2007,1,13,11,20,FIR ST / MARPOLE AVE,Shaughnessy,489771.4331,5455910.0079
Theft from Vehicle,2014,6,27,12,0,GRANVILLE ST / LAURIER AVE,Shaughnessy,489880.2612,5455350.508
Theft from Vehicle,2016,1,31,22,30,GRANVILLE ST / MATTHEWS AVE,Shaughnessy,489889.2985,5455607.284
Theft from Vehicle,2017,5,4,8,30,GRANVILLE ST / MATTHEWS AVE,Shaughnessy,489889.2989,5455607.2841
Theft from Vehicle,2020,9,25,8,15,GRANVILLE ST / NANTON AVE,Shaughnessy,489871.3954,5454969.8323
Theft from Vehicle,2008,11,9,5,0,GRANVILLE ST / W 26TH AVE,Shaughnessy,489872.9945,5455071.6059
Theft from Vehicle,2018,12,12,0,0,GRANVILLE ST / W 29TH AVE,Shaughnessy,489871.4509,5454750.8153
Theft from Vehicle,2021,11,16,17,0,GRANVILLE ST / W 29TH AVE,Shaughnessy,489871.4509,5454750.8155
Theft from Vehicle,2007,6,12,23,15,GRANVILLE ST / W 32ND AVE,Shaughnessy,489867.858,5454554.4842
Theft from Vehicle,2018,12,15,20,30,GRANVILLE ST / W 32ND AVE,Shaughnessy,489867.8585,5454554.4839
Theft from Vehicle,2011,12,18,19,0,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859.7465,5454355.1375
Theft from Vehicle,2019,9,24,19,10,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859.7465,5454355.1375
Theft from Vehicle,2019,6,1,8,0,GRANVILLE ST / W 34TH AVE,Shaughnessy,489858.2759,5454244.4368
Theft from Vehicle,2019,8,8,10,0,GRANVILLE ST / W 34TH AVE,Shaughnessy,489858.2759,5454244.4368
Theft from Vehicle,2014,8,30,19,0,GRANVILLE ST / W 35TH AVE,Shaughnessy,489855.7281,5454141.4979
Theft from Vehicle,2009,1,27,17,30,GRANVILLE ST / W 36TH AVE,Shaughnessy,489853.329,5454032.5444
Theft from Vehicle,2017,8,2,18,0,GRANVILLE ST / W 36TH AVE,Shaughnessy,489853.3294,5454032.5449
Theft from Vehicle,2022,7,6,15,0,GRANVILLE ST / W 37TH AVE,Shaughnessy,489849.0754,5453924.5611
Theft from Vehicle,2003,6,27,7,15,GRANVILLE ST / W 38TH AVE,Shaughnessy,489844.3865,5453825.3174
Theft from Vehicle,2003,5,13,5,0,GRANVILLE ST / W 39TH AVE,Shaughnessy,489840.8392,5453729.4286
Theft from Vehicle,2016,4,12,22,0,GRANVILLE ST / W 39TH AVE,Shaughnessy,489840.8392,5453729.4286
Theft from Vehicle,2015,7,9,13,0,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489876.7826,5455180.4014
Theft from Vehicle,2010,12,14,7,30,HUDSON ST / MATTHEWS AVE,Shaughnessy,490179.1358,5455641.978
Theft from Vehicle,2020,8,29,3,0,HUDSON ST / MATTHEWS AVE,Shaughnessy,490179.1359,5455641.9783
Theft from Vehicle,2018,12,19,6,30,HUDSON ST / NANTON AVE,Shaughnessy,490211.9996,5454880.0001
Theft from Vehicle,2010,5,13,9,0,HUDSON ST / NANTON AVE,Shaughnessy,490217.6866,5454878.5578
Theft from Vehicle,2016,11,10,3,59,HUDSON ST / NANTON AVE,Shaughnessy,490217.6866,5454878.5578
Theft from Vehicle,2016,1,14,21,0,HUDSON ST / W 26TH AVE,Shaughnessy,490213.9828,5455063.1738
Theft from Vehicle,2012,12,26,0,0,HUDSON ST / W 33RD AVE,Shaughnessy,490202.8736,5454333.3939
Theft from Vehicle,2018,1,11,18,16,HUDSON ST / W 37TH AVE,Shaughnessy,490195.2081,5453907.9032
Theft from Vehicle,2018,9,28,20,0,HUDSON ST / W 37TH AVE,Shaughnessy,490195.2081,5453907.9032
Theft from Vehicle,2019,2,26,18,45,HUDSON ST / W 38TH AVE,Shaughnessy,490192.4212,5453806.3656
